0.006,0.7,0.008,31.413,2.74,0.004,"yogurt=1, tropical fruit=1, root vegetables=1",whole milk=1
0.005,0.716,0.007,37.507,2.804,0.003,"curd=1, butter=1",whole milk=1
0.005,0.734,0.007,39.266,2.874,0.003,"curd=1, domestic eggs=1",whole milk=1
0.004,0.786,0.006,33.982,4.061,0.003,"citrus fruit=1, tropical fruit=1, root vegetables=1",other vegetables=1
0.004,0.705,0.006,41.197,2.759,0.003,"yogurt=1, whipped/sour cream=1, tropical fruit=1",whole milk=1
0.004,0.75,0.005,48.327,2.935,0.003,"yogurt=1, curd=1, tropical fruit=1",whole milk=1
0.004,0.704,0.005,46.537,2.754,0.002,"pork=1, butter=1",whole milk=1
0.004,0.714,0.005,51.286,2.795,0.002,"yogurt=1, other vegetables=1, tropical fruit=1, root vegetables=1",whole milk=1
0.004,0.7,0.005,50.26,2.74,0.002,"whipped/sour cream=1, other vegetables=1, domestic eggs=1",whole milk=1
0.004,0.714,0.005,51.286,2.795,0.002,"domestic eggs=1, sugar=1",whole milk=1
0.003,0.733,0.005,42.289,3.79,0.002,"whipped/sour cream=1, tropical fruit=1, root vegetables=1",other vegetables=1
0.003,0.733,0.005,55.844,2.87,0.002,"yogurt=1, tropical fruit=1, butter=1",whole milk=1
0.003,0.702,0.005,53.468,2.748,0.002,"butter=1, coffee=1",whole milk=1
0.003,0.711,0.005,55.844,2.783,0.002,"yogurt=1, baking powder=1",whole milk=1
0.003,0.886,0.004,54.371,4.578,0.002,"citrus fruit=1, tropical fruit=1, whole milk=1, root vegetables=1",other vegetables=1
0.003,0.705,0.004,57.114,2.757,0.002,"other vegetables=1, citrus fruit=1, tropical fruit=1, root vegetables=1",whole milk=1
0.003,0.775,0.004,62.825,3.033,0.002,"brown bread=1, other vegetables=1, root vegetables=1",whole milk=1
0.003,0.789,0.004,66.132,3.09,0.002,"yogurt=1, butter=1, root vegetables=1",whole milk=1
0.003,0.75,0.004,62.825,2.935,0.002,"onions=1, butter=1",whole milk=1
0.003,0.763,0.004,66.132,2.987,0.002,"butter milk=1, whipped/sour cream=1",whole milk=1
0.003,0.824,0.003,73.912,3.223,0.002,"curd=1, other vegetables=1, domestic eggs=1",whole milk=1
0.003,0.771,0.004,71.8,3.019,0.002,"tropical fruit=1, sausage=1, root vegetables=1",whole milk=1
0.003,0.73,0.004,51.432,3.771,0.002,"pip fruit=1, whipped/sour cream=1, tropical fruit=1",other vegetables=1
0.003,0.771,0.004,71.8,3.019,0.002,"domestic eggs=1, tropical fruit=1, root vegetables=1",whole milk=1
0.003,0.73,0.004,51.432,3.771,0.002,"beef=1, tropical fruit=1, root vegetables=1",other vegetables=1
0.003,0.711,0.004,66.132,2.781,0.002,"sliced cheese=1, whipped/sour cream=1",whole milk=1
0.003,0.722,0.004,69.806,2.827,0.002,"yogurt=1, other vegetables=1, bottled beer=1",whole milk=1
0.003,0.765,0.003,73.912,2.993,0.002,"whipped/sour cream=1, butter=1, root vegetables=1",whole milk=1
0.003,0.722,0.004,69.806,2.827,0.002,"other vegetables=1, bottled water=1, butter=1",whole milk=1
0.003,0.722,0.004,69.806,2.827,0.002,"yogurt=1, long life bakery product=1, other vegetables=1",whole milk=1
0.003,0.781,0.003,59.469,4.038,0.002,"tropical fruit=1, fruit/vegetable juice=1, root vegetables=1",other vegetables=1
0.003,0.735,0.003,73.912,2.878,0.002,"yogurt=1, fruit/vegetable juice=1, root vegetables=1",whole milk=1
0.003,0.735,0.003,73.912,2.878,0.002,"yogurt=1, curd=1, rolls/buns=1",whole milk=1
0.003,0.758,0.003,76.152,2.965,0.002,"beef=1, other vegetables=1, domestic eggs=1",whole milk=1
0.003,0.806,0.003,81.065,3.156,0.002,"curd=1, hamburger meat=1",whole milk=1
0.003,0.714,0.004,54.371,3.692,0.002,"baking powder=1, root vegetables=1",other vegetables=1
0.002,0.774,0.003,81.065,3.03,0.002,"yogurt=1, other vegetables=1, citrus fruit=1, tropical fruit=1",whole milk=1
